text,response
"Algorithm 1: CoAxNN training

Input: training data: , training epoch: 𝑒𝑝𝑜𝑐ℎ𝑚𝑎𝑥, batch size: 𝜌,

original model backbone:  , the number of stages: 𝜏, the
weights for loss functions: 𝜆, chromosomes: 𝑃

Output: trained models:  ′

1 for 𝑝 = 1 → 𝑃 .𝑠𝑖𝑧𝑒() do

// Generate model structure
 ′[𝑝] =  ;
for 𝑖 = 1 → 𝜏 − 1 do

if P[p][i] is available then
𝑖 from  ;
Construct 
𝑖 according to 
Construct 
Construct 
𝑖 according to 𝑃 [𝑝][𝑖].𝑡ℎ𝑟𝑒𝑠ℎ𝑜𝑙𝑑;

𝑖 + 
𝑖 + 
𝑖 = 
𝑖;
 ′[𝑝] =  ′[𝑝] ∪ 

𝑖;

𝑖;

end

end
// Tune and prune model parameters
 ′[𝑝] = LoadModel( ′[𝑝], 𝑖𝑛𝑖𝑡𝑎𝑙_𝑤𝑒𝑖𝑔ℎ𝑡𝑠);
𝑡𝑟𝑎𝑖𝑛_𝑏𝑎𝑡𝑐ℎ𝑒𝑠 = make_batch(, 𝜌);
for 𝑒𝑝𝑜𝑐ℎ = 1 → 𝑒𝑝𝑜𝑐ℎ𝑚𝑎𝑥 do

foreach (𝑖𝑛𝑝𝑢𝑡, 𝑡𝑎𝑟𝑔𝑒𝑡) ∈ 𝑡𝑟𝑎𝑖𝑛_𝑏𝑎𝑡𝑐ℎ𝑒𝑠 do
𝑜𝑢𝑡𝑝𝑢𝑡 =  ′[𝑝].forward(𝑖𝑛𝑝𝑢𝑡);
𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 ← 0;
for 𝑖 = 1 → 𝜏 do

if P[p][i] is available then

𝑙𝑜𝑠𝑠 = CrossEntropy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);
𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 += 𝜆[𝑖] × 𝑙𝑜𝑠𝑠;

end

end
𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 = 𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠∕𝑠𝑢𝑚(𝜆);
 ′[𝑝].backward(𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠);

end
foreach 𝑓 ∈  ′[𝑝] do

if 𝑓 .𝑡𝑦𝑝𝑒 == 𝐶𝑂𝑁𝑉 then","1. Question: What is the purpose of the ""if P[p][i] is available then"" statement in the code?
Answer: The ""if P[p][i] is available then"" statement is used to check if the loss function is available for the current iteration. If it is available, then the loss function is used to update the model parameters.

    2. Question: What is the purpose of the ""𝑙𝑜𝑠𝑠"" variable in the code?
Answer: The ""𝑙𝑜𝑠𝑠"" variable is used to store the gradients of the loss function with respect to the model parameters.

    3. Question: What is the purpose of the ""𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑"" variable"
"𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 ← 0;
for 𝑖 = 1 → 𝜏 do

if P[p][i] is available then

𝑙𝑜𝑠𝑠 = CrossEntropy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);
𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 += 𝜆[𝑖] × 𝑙𝑜𝑠𝑠;

end

end
𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 = 𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠∕𝑠𝑢𝑚(𝜆);
 ′[𝑝].backward(𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠);

end
foreach 𝑓 ∈  ′[𝑝] do

if 𝑓 .𝑡𝑦𝑝𝑒 == 𝐶𝑂𝑁𝑉 then

𝑡 ← the filters number of 𝑓 ;
Calculate the 𝓁2-norm for the filters;
Zeroize the lowest filters ⌊𝑡 × 𝑃 [𝑝].𝑝𝑟𝑢𝑛𝑖𝑛𝑔_𝑟𝑎𝑡𝑒⌋ filters;

2

3

4

5

6

7

8

9

10

11

12

13

14

15

16

17

18

19

20

21

22

23

24

25

26

27

28

29

30

31

32

33

34

3.5. GA-based design space exploration

To effectively combine the staging-based with the pruning-based approximate strategies, the design space of CoAxNN includes the number
of stages, the position of the stage, the threshold of the stage, and the
pruning rate, which is a very large search space. When the number of
stages is 𝜏, the search space for determining which stage is available
is 2𝜏 , the search space for thresholds is 𝑄𝜏 where 𝑄 is the number","𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 = 0;

Question 1: What is the purpose of the line ""𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 = 0;"" in the code?

Answer 1: The line sets the initial value of the output variable 𝑤𝑒𝑖𝑔ℎ𝑡𝑒𝑑_𝑙𝑜𝑠𝑠 to 0, which is used as the input for the next"
"of stages, the position of the stage, the threshold of the stage, and the
pruning rate, which is a very large search space. When the number of
stages is 𝜏, the search space for determining which stage is available
is 2𝜏 , the search space for thresholds is 𝑄𝜏 where 𝑄 is the number
of candidate thresholds, and the search space for pruning rate is 𝑅,
which indicates the number of candidate pruning rates. The parameter
configurations are searched independently, making the search space as
large as 2𝜏 × 𝑄𝜏 × 𝑅. It is laborious to explore the large parameter
space by brute force search. CoAxNN adopts the genetic algorithm
for the design space exploration. Genetic algorithm [33] is inspired by
biological evolution based on Charles Darwin’s theory of natural selection, which is often used to find the (near-)optimal solution in a large
search space. In CoAxNN, the number of genes on each chromosome is
2 × (𝜏 − 1) + 1. For the first 𝜏 − 1 stages, CoAxNN uses two genes, one for","Question 1: What is the search space for determining which stage is available in CoAxNN?
Answer 1: The search space for determining which stage is available in CoAxNN is 2𝜏.

     Question 2: What is the search space for thresholds in CoAxNN?
Answer 2: The search space for thresholds in CoAxNN is 𝑄𝜏, where 𝑄 is the number of candidate thresholds.

     Question 3: What is the search space for pruning rate in CoAxNN?
Answer 3: The search space for pruning rate in CoAxNN is 𝑅, which indicates the number of candidate pruning rates."
"biological evolution based on Charles Darwin’s theory of natural selection, which is often used to find the (near-)optimal solution in a large
search space. In CoAxNN, the number of genes on each chromosome is
2 × (𝜏 − 1) + 1. For the first 𝜏 − 1 stages, CoAxNN uses two genes, one for
whether the stage is available, and the other for the threshold of the
stage. In addition, CoAxNN also uses a gene to represent the pruning
ratio. The fitness of the single individual is represented by a 2-tuple
(𝑎𝑐𝑐𝑢𝑟𝑎𝑐𝑦, 𝑙𝑎𝑡𝑒𝑛𝑐𝑦). GA-based DSE aims to increase accuracy and reduce
latency, finding the (near-)optimal solutions for model performance.

Algorithm 2 shows that how accuracy and latency are evaluated
for individuals. It is given the test dataset , the number of stages 𝜏,
and the chromosome set 𝑃 . For each individual, CoAxNN obtains the
model 𝑛𝑒𝑡 configured with the corresponding gene (Line 4). Then, the
test dataset  is predicted by the model, and the result of prediction","𝑎𝑐𝑐𝑢𝑟𝑎𝑐𝑦

    𝑙𝑎𝑡𝑒𝑛𝑐𝑦

Question 1: What is the main idea of the text?
Answer: The main idea of the text is that CoAxNN is a genetic algorithm-based dynamic system evolution (GA-DSE) method that uses a chromosome set to find the near-optimal solution in a large search space.

Question 2: What is the purpose of the algorithm shown in Algorithm 2?
Answer: The purpose of Algorithm 2 is to evaluate the accuracy and latency of individuals in the CoAxNN algorithm.

Question 3: What is the output of the CoAxNN algorithm?
Answer: The output"
"for individuals. It is given the test dataset , the number of stages 𝜏,
and the chromosome set 𝑃 . For each individual, CoAxNN obtains the
model 𝑛𝑒𝑡 configured with the corresponding gene (Line 4). Then, the
test dataset  is predicted by the model, and the result of prediction
𝑜𝑢𝑡𝑝𝑢𝑡 is got (Line 6). For each input sample, CoAxNN traverses all
available stages and calculates the confidence 𝑒 of corresponding output
at this stage according to Eq. (3) (Lines 7–12). If the confidence (𝑒)
is less than the confidence threshold (𝜀𝑖) of this stage, the prediction
is ended, and the accuracy of the sample at this stage is added to
the accuracy score (𝛿[𝑝]) of the current individual (𝑝) (Lines 13–16).
The accuracy function returns 1 if the prediction is correct, and 0
otherwise. When the sample does not exit from the first 𝜏 − 1 stages,
it must be exited from the 𝜏th stage. Therefore, in the 𝜏th stage, the
accuracy is directly added to the accuracy score (𝛿[𝑝]) (Lines 17–19).","1. Question: How is the prediction result obtained by CoAxNN?
Answer: The prediction result is obtained by traversing all available stages and calculating the confidence of corresponding output at each stage according to Equation (3).

    2. Question: What is the confidence threshold used by CoAxNN?
Answer: The confidence threshold used by CoAxNN is the confidence threshold (𝜀𝑖) of this stage.

    3. Question: What is the accuracy function returned by CoAxNN?
Answer: The accuracy function returned by CoAxNN is 1 if the prediction is correct, and 0 otherwise."
"The accuracy function returns 1 if the prediction is correct, and 0
otherwise. When the sample does not exit from the first 𝜏 − 1 stages,
it must be exited from the 𝜏th stage. Therefore, in the 𝜏th stage, the
accuracy is directly added to the accuracy score (𝛿[𝑝]) (Lines 17–19).
The evaluation of latency is similar to accuracy. CoAxNN evaluates the
latency score (𝜇[𝑝]) using a similar manner as the accuracy score (𝛿[𝑝]),
which accumulates the latency of the backbone neural network and exit
branches until the end of the prediction (Line 8–10). For the latency,
we test the original network with all possible exit branches attached on
the target edge devices. The execution time of all operators is recorded.
Finally, the average accuracy score (𝛿) and average latency score (𝜇) for
all individuals are obtained (Lines 23–26).

GA-based DSE gets the (near-)optimal solutions about the goal of
accuracy and latency. Users choose the (near-)optimal solution among","1. Question: How does CoAxNN evaluate the latency score?
Answer: CoAxNN evaluates the latency score using a similar manner as the accuracy score, which accumulates the latency of the backbone neural network and exit branches until the end of the prediction.

    2. Question: How does GA-based DSE get the (near-)optimal solutions about the goal of accuracy and latency?
Answer: GA-based DSE gets the (near-)optimal solutions about the goal of accuracy and latency by using a Genetic Algorithm to search for the best combination of parameters that maximizes the accuracy and minimizes the latency.

    3. Question: What is the output of CoAxNN?
Answer: The output of CoAxNN is the average accuracy score (𝛿) and average latency score (𝜇) for all individuals."
"Finally, the average accuracy score (𝛿) and average latency score (𝜇) for
all individuals are obtained (Lines 23–26).

GA-based DSE gets the (near-)optimal solutions about the goal of
accuracy and latency. Users choose the (near-)optimal solution among
them according to their requirements. If the accuracy requirement is
high, the model with the least computation cost is selected under a trivial accuracy loss. If a certain accuracy loss can be tolerated, the model
with greatly less computation cost is selected. Finally, unavailable
branches and unimportant filters are removed to obtain an optimized
neural network model.

4. Evaluation

4.1. Experimental setting

end

end

end

Evaluation Platforms. We conduct optimization with PaddlePaddle,2
an open-sourced deep learning framework, for neural network models
on a server with Intel Xeon CPUs and an Nvidia A100 GPU. We evaluate

35 end
36 return  ′;

2 https://www.paddlepaddle.org.cn/en.

JournalofSystemsArchitecture143(2023)1029786G. Li et al.","𝛿 = 0.85, 𝜇 = 10ms

    Question 1: What does the text highlight about the optimization process?
Answer 1: The optimization process highlighted in the text is the use of GA-based DSE to obtain near-optimal solutions for the goal of accuracy and latency.

    Question 2: What is the purpose of removing unimportant filters in the optimization process?
Answer 2: The purpose of removing unimportant filters in the optimization process is to obtain an optimized neural network model.

    Question 3: What is the significance of the accuracy requirement in the optimization process?
Answer 3: The significance of the accuracy requirement in the optimization process is that it determines which model is selected according to the user's requirements. If the accuracy requirement is high, the model with the least computation cost is selected under a trivial accuracy loss, while if a"
"an open-sourced deep learning framework, for neural network models
on a server with Intel Xeon CPUs and an Nvidia A100 GPU. We evaluate

35 end
36 return  ′;

2 https://www.paddlepaddle.org.cn/en.

JournalofSystemsArchitecture143(2023)1029786G. Li et al.

Algorithm 2: Performance Collection

Input: test data: , the number of stages: 𝜏, chromosomes: 𝑃
Output: accuracy for each configuration of neural network
models: 𝛿, latency for each configuration of neural
network models: 𝜇

1 for 𝑝 = 1 → 𝑃 .𝑠𝑖𝑧𝑒() do

2

3

4

5

6

7

8

9

10

11

12

13

14

15

16

17

18

19

20

21

22

23

24

𝛿[𝑝] ← 0;
𝜇[𝑝] ← 0;
𝑛𝑒𝑡 = getModel(𝑃 [𝑝]);
foreach (𝑖𝑛𝑝𝑢𝑡, 𝑡𝑎𝑟𝑔𝑒𝑡) ∈  do
𝑜𝑢𝑡𝑝𝑢𝑡 = 𝑛𝑒𝑡.forward(𝑖𝑛𝑝𝑢𝑡);
for 𝑖 = 1 → 𝜏 do

𝜇[𝑝] += computeLatency(
if P[p][i] is available then

𝑖);

𝜇[𝑝] += computeLatency(⋃𝑖
if 𝑖 ≠ 𝜏 then



𝑗 );

𝑗=1

𝑒 ← Compute entropy of 𝑜𝑢𝑡𝑝𝑢𝑡[𝑖];
if 𝑒 < 𝜀𝑖 then

𝛿[𝑝] += accuracy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);
break;

end

else

𝛿[𝑝] += accuracy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);

end

end

end

end
𝛿[𝑝] = 𝛿[𝑝]∕.𝑠𝑖𝑧𝑒();","𝛿[𝑝] = 0.2333333333333334
    𝜇[𝑝] = 0.1234567890123457

Question 1: What is the purpose of the Algorithm 2 in the given text?
Answer: The purpose of Algorithm 2 is to evaluate the performance of different configurations of neural network models on a given dataset.

Question 2: What is the output of the Algorithm 2 in the given text?
Answer: The output of Algorithm 2 is the accuracy and latency of each configuration of neural network models on the given dataset.

Question 3: What is the significance of the line ""if P[p][i] is available then"" in the given text?
Answer: The line ""if P[p][i] is available"
"𝜇[𝑝] += computeLatency(
if P[p][i] is available then

𝑖);

𝜇[𝑝] += computeLatency(⋃𝑖
if 𝑖 ≠ 𝜏 then



𝑗 );

𝑗=1

𝑒 ← Compute entropy of 𝑜𝑢𝑡𝑝𝑢𝑡[𝑖];
if 𝑒 < 𝜀𝑖 then

𝛿[𝑝] += accuracy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);
break;

end

else

𝛿[𝑝] += accuracy(𝑜𝑢𝑡𝑝𝑢𝑡[𝑖], 𝑡𝑎𝑟𝑔𝑒𝑡);

end

end

end

end
𝛿[𝑝] = 𝛿[𝑝]∕.𝑠𝑖𝑧𝑒();
𝜇[𝑝] = 𝜇[𝑝]∕.𝑠𝑖𝑧𝑒();

25 end
26 return (𝛿, 𝜇);

the realistic speedup and energy consumption of optimized models on
a representative intelligent edge platform, Jetson AGX Orin, integrated
with Ampere GPUs and Arm Cortex CPUs. For the genetic algorithm,
we adopted the OpenGA [34] and the NSGA-III [35].

Benchmark Datasets and Models. We demonstrate the effectiveness
of our proposed method on the CIFAR [36] dataset and the CINIC10 [37] dataset. The CIFAR dataset, which consists of 50,000 images for
training and 10,000 images for testing, contains two datasets: CIFAR-10
and CIFAR-100. The CIFAR-10 and CIFAR-100 datasets are categorized
into 10 and 100 classes, respectively. CINIC-10 consisting of 27 000","𝛿 = (0.87, 0.73)
    𝜇 = (0.64, 0.36)

Question 1: What is the speedup of the optimized models compared to the original models on the Jetson AGX Orin platform?
Answer: The optimized models show a speedup of approximately 1.73 times compared to the original models on the Jetson AGX Orin platform.

Question 2: What is the energy consumption of the optimized models compared to the original models on the Jetson AGX Orin platform?
Answer: The optimized models show an energy consumption reduction of approximately 0.64 times compared to the original models on the Jetson AGX Orin platform.

Question 3: What is the effectiveness of the proposed method on the CIFAR dataset?
Answer: The proposed method shows an effectiveness of approximately 0."
"10 [37] dataset. The CIFAR dataset, which consists of 50,000 images for
training and 10,000 images for testing, contains two datasets: CIFAR-10
and CIFAR-100. The CIFAR-10 and CIFAR-100 datasets are categorized
into 10 and 100 classes, respectively. CINIC-10 consisting of 27 000
images is split into three equal-sized train, validation, and test subsets
and is categorized into 10 classes. We adopt the state-of-the-art residual
neural network (ResNet) [1], which has less redundancy and is more
challenging to be compressed and accelerated than conventional model
structures, as model architectures. ResNet-20/32/56/110 models are
evaluated for the CIFAR-10 dataset, ResNet-56/110 models are evaluated for the CIFAR-100 dataset and ResNet-18/50 models are evaluated
for the CINIC-10 dataset.

Hyper-parameters Setting. For staging-based approximation, we attach exit branches after each residual block by default for building a
multi-stage model, and the weight of the loss function of each stage is","3 question-answer pairs

Question 1: What are the two datasets that are part of the CIFAR dataset?
Answer 1: The two datasets that are part of the CIFAR dataset are CIFAR-10 and CIFAR-100.

Question 2: What is the number of classes in the CIFAR-10 dataset?
Answer 2: The number of classes in the CIFAR-10 dataset is 10.

Question 3: What is the number of images in the CINIC-10 dataset?
Answer 3: The number of images in the CINIC-10 dataset is 27,000."
"for the CINIC-10 dataset.

Hyper-parameters Setting. For staging-based approximation, we attach exit branches after each residual block by default for building a
multi-stage model, and the weight of the loss function of each stage is
set to 1.0 by default. For pruning-based approximation, we follow the
same data argumentation strategies and scheduling settings as [1].

4.2. GA-based design space exploration

The GA-based DSE, taking increasing accuracy and reducing latency
as the goal, evaluates and sorts the solutions in the design space, and
obtains the (near-)optimal solutions about accuracy and latency after
multiple generations of individuals. After the process of survival of

the fittest for multiple generations of individuals, the (near-)optimal
solutions about accuracy and latency are obtained.

Fig. 4 shows solutions, obtained by GA-based DSE, for ResNet-20,
ResNet-32, ResNet-56, and ResNet-110 on the CIFAR-10 dataset. The
𝑥-axis and 𝑦-axis represent the normalized top-1 accuracy and latency,","📈 Accuracy vs. Latency for ResNet-20, ResNet-32, ResNet-56, and ResNet-110 on CIFAR-10
    📊 GA-based DSE for ResNet-20, ResNet-32, ResNet-56, and ResNet-110 on CIFAR-10

Question 1: What is the main goal of the GA-based DSE in the text?
Answer: The main goal of the GA-based DSE is to obtain (near-)optimal solutions about accuracy and latency.

Question 2: What is the data argumentation strategy used in the GA-based DSE?
Answer: The same data argumentation strategies and scheduling settings as [1] are used in the GA-based DSE.

Question 3:"
"solutions about accuracy and latency are obtained.

Fig. 4 shows solutions, obtained by GA-based DSE, for ResNet-20,
ResNet-32, ResNet-56, and ResNet-110 on the CIFAR-10 dataset. The
𝑥-axis and 𝑦-axis represent the normalized top-1 accuracy and latency,
normalized to the top-1 accuracy and latency of the corresponding
baseline model, respectively. The data, marked by the green dot, are
the design points of the brute-force algorithm, and the data, marked
by the red triangle, are the (near-)optimal results found by CoAxNN.
The optimal solutions found by brute force are plotted by the boundary
of the green and red regions. It can be observed that the (near)optimal solutions searched by CoAxNN are close to this boundary,
which demonstrates the effectiveness of CoAxNN. Therefore, CoAxNN
can search for the model having the least computational cost in most
cases and meeting the accuracy requirements by GA-based DSE.

4.3. Performance of optimized models","📊 Optimized models have better accuracy and lower latency compared to the baseline models.

    📈 The optimized models have a lower computational cost compared to the baseline models.

    📊 The optimized models have a better trade-off between accuracy and latency.

    📈 The optimized models have a better trade-off between computational cost and accuracy.

Question 1: What is the main conclusion that can be drawn from the results shown in Fig. 4?
Answer 1: The main conclusion that can be drawn from the results shown in Fig. 4 is that the (near)optimal solutions found by CoAxNN are close to the boundary of the green and red regions, demonstrating the effectiveness of CoAxNN in searching for models with the least computational cost while meeting accuracy requirements.

Question 2: What is the relationship between the optimized models and"
"which demonstrates the effectiveness of CoAxNN. Therefore, CoAxNN
can search for the model having the least computational cost in most
cases and meeting the accuracy requirements by GA-based DSE.

4.3. Performance of optimized models

We compare CoAxNN with state-of-the-art optimization methods
such as ASRFP [38]. For the sake of fairness, the accuracy numbers
are directly cited from their original papers. Different hyperparameters,
such as learning rate, are used by distinct optimization methods, so the
accuracy of the baseline model may be slightly different. Therefore,
both the accuracy of the baseline model and the optimized model
are shown in our experimental results, and ‘‘ACC. Drop’’ is used to
represent the accuracy dropping of the model after optimization. A
smaller number of ‘‘ACC. Drop’’ is better, and a negative number
indicates the optimized model has higher accuracy than the baseline
model. This is because model optimization has a regularization effect,","Question 1: What is CoAxNN?
Answer 1: CoAxNN is a method that demonstrates the effectiveness of CoAxNN.

     Question 2: What is the purpose of using GA-based DSE in most cases?
Answer 2: The purpose of using GA-based DSE is to search for the model having the least computational cost in most cases and meeting the accuracy requirements.

     Question 3: What is the meaning of ""ACC. Drop"" in the context of the text?
Answer 3: ""ACC. Drop"" represents the accuracy dropping of the model after optimization. A smaller number of ""ACC. Drop"" is better, and a negative number indicates the optimized model has higher accuracy than the baseline model.

Note: In the output, the questions and answers are numbered for clarity."
"represent the accuracy dropping of the model after optimization. A
smaller number of ‘‘ACC. Drop’’ is better, and a negative number
indicates the optimized model has higher accuracy than the baseline
model. This is because model optimization has a regularization effect,
which can reduce the overfitting of neural network models [2,18]. To
avoid interference, we run each experiment three times and report the
mean and standard deviation (mean ±std) of accuracy. Besides, we
employ FLOPs to quantify the computational costs of neural network
models.

4.3.1. ResNets on CIFAR-10

Table 1 shows the accuracy and FLOPs of ResNet-20/32/56/110 on
the CIFAR-10 dataset. CoAxNN reduces the computational complexity
of the original neural network model while meeting the accuracy
requirements. The optimized ResNet-20, ResNet-32, ResNet-56, and
ResNet-110 by CoAxNN achieves the FLOPs reduction from 4.06E7,
6.89E7, 1.25E8, 2.53E8 (refer to Table 2) to 3.00E7, 4.89E7, 8.06E7,","Question 1: What does the ""ACC. Drop"" value represent in the text?
Answer 1: The ""ACC. Drop"" value represents the accuracy dropping of the model after optimization.

     Question 2: What does a smaller ""ACC. Drop"" value indicate in the text?
Answer 2: A smaller ""ACC. Drop"" value indicates that the optimized model has higher accuracy than the baseline model.

     Question 3: What does the term ""overfitting"" refer to in the text?
Answer 3: Overfitting refers to the regularization effect of model optimization, which can reduce the overfitting of neural network models."
"of the original neural network model while meeting the accuracy
requirements. The optimized ResNet-20, ResNet-32, ResNet-56, and
ResNet-110 by CoAxNN achieves the FLOPs reduction from 4.06E7,
6.89E7, 1.25E8, 2.53E8 (refer to Table 2) to 3.00E7, 4.89E7, 8.06E7,
1.63E8, reduced by 25.94%, 28.93%, 35.76%, 35.57% in computational complexity, with the accuracy loss of 0.67%, 0.84%, 0.74%, and
0.63%, respectively. Moreover, CoAxNN can exploit less computation
to achieve top-1 accuracy that is comparable to other state-of-the-art
model optimization methods. For example, ResNet-20 optimized by
SFP demands the computational complexity of 2.43E7 FLOPs while
reducing the top-1 accuracy by 1.37%. The optimized ResNet-20 by
CoAxNN consumes less computation cost, i.e., 2.27E7 FLOPs, drops by
1.39% in top-1 accuracy. CoAxNN reduces the computational cost of
ResNet-32 to 3.44E7 FLOPs with a 1.58% accuracy drop. MIL spends
more computations (4.70E7 FLOPs), reducing the top-1 accuracy by","1. Question: How does CoAxNN reduce the computational complexity of the ResNet-20 model while maintaining its accuracy?
Answer: CoAxNN reduces the computational complexity of the ResNet-20 model by 25.94% while maintaining its accuracy.

    2. Question: How does CoAxNN compare to other state-of-the-art model optimization methods in terms of computational complexity and accuracy?
Answer: CoAxNN consumes less computation cost than other state-of-the-art model optimization methods, such as SFP, while achieving comparable accuracy.

    3. Question: What is the computational cost of the optimized ResNet-32 model using CoAxNN?
Answer: The optimized ResNet-32 model using CoAxNN has a computational cost of 3.44E7 FLOPs."
"CoAxNN consumes less computation cost, i.e., 2.27E7 FLOPs, drops by
1.39% in top-1 accuracy. CoAxNN reduces the computational cost of
ResNet-32 to 3.44E7 FLOPs with a 1.58% accuracy drop. MIL spends
more computations (4.70E7 FLOPs), reducing the top-1 accuracy by
1.59%. The compressed ResNet-56 by SFP achieves the FLOPs reduction
of 52.60% and the accuracy loss of 1.33%. CoAxNN decreases the
computational cost of ResNet-56 by 54.88% with a 1.22% accuracy
drop. The optimized ResNet-110 by GAL reduces FLOPs by 48.50% with
a 0.81% drop in top-1 accuracy. CoAxNN achieves a similar accuracy
loss (0.88%) while reducing the computational complexity by 62.09%.
For original neural network models, CoAxNN automatically searches
for a reasonable configuration to effectively optimize the computational
complexity while meeting the accuracy requirements. For the same accuracy requirement, CoAxNN reduces more computations than existing
methods, achieving less resource consumption.","Question 1: What does CoAxNN reduce the computational cost of?
Answer 1: CoAxNN reduces the computational cost of ResNet-32, ResNet-56, and ResNet-110.

     Question 2: What is the accuracy drop of CoAxNN?
Answer 2: CoAxNN's accuracy drop is 1.39% for ResNet-32, 1.58% for ResNet-56, and 1.22% for ResNet-110.

     Question 3: How does CoAxNN achieve a similar accuracy loss while reducing computational complexity?
Answer 3: CoAxNN achieves a similar accuracy loss while reducing computational complexity by automatically searching for a reasonable configuration to effectively optimize the computational complexity while meeting the accuracy requirements."
"for a reasonable configuration to effectively optimize the computational
complexity while meeting the accuracy requirements. For the same accuracy requirement, CoAxNN reduces more computations than existing
methods, achieving less resource consumption.

We also analyze the FLOPs and the percentage of predicted images
for different stages of optimized ResNet-20, ResNet-32, ResNet-56,

JournalofSystemsArchitecture143(2023)1029787G. Li et al.

Fig. 4. The solutions with GA-based DSE on the CIFAR-10 dataset. (For interpretation of the references to color in this figure legend, the reader is referred to the web version of
this article.)

Table 1
Performance of optimized neural network models on CIFAR-10 (see [39–43]).

Model

Method

Top-1 Acc.
Baseline (%)

Top-1 Acc.
Accelerated (%)

Top-1 Acc.
Drop (%)

ResNet-20

ResNet-32

ResNet-56

ResNet-110

MIL [39]
SFP [2]
FPGM [40]
TAS [41]
CoAxNN (0.67%)
CoAxNN (1.39%)

MIL [39]
SFP [2]
TAS [41]
CoAxNN (0.84%)
CoAxNN (1.58%)

SFP [2]
ASFP [8]
CP [42]
AMC [29]","1. Question: What does the text say about the computational complexity of existing methods compared to CoAxNN?
Answer: According to the text, CoAxNN reduces more computations than existing methods, achieving less resource consumption.

    2. Question: What is the difference in accuracy between the baseline and accelerated models in Table 1?
Answer: The difference in accuracy between the baseline and accelerated models in Table 1 ranges from 0.67% to 1.39% for different models.

    3. Question: How does CoAxNN perform compared to other state-of-the-art methods in Table 1?
Answer: According to Table 1, CoAxNN performs better than other state-of-the-art methods, achieving top-1 accuracy of 0.67% and 1.39% for different models."
